央卫频道,#genre#
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
山西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sxws
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
黑龙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
甘肃卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gsws
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
陕西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=shxws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
内蒙古卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=nmgws
新疆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=xjws
西藏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=xzws


北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws
江苏卫视,http://go.bkpcp.top/mg/jsws
湖南卫视,http://go.bkpcp.top/mg/hunws
广东卫视,http://go.bkpcp.top/mg/gdws
深圳卫视4k,http://go.bkpcp.top/mg/szws
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws
湖北卫视,http://go.bkpcp.top/mg/hubws
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws
兵团卫视,http://go.bkpcp.top/mg/btws
黑龙江视,http://go.bkpcp.top/mg/hljws


北京卫视,http://k.061899.xyz/m.php?id=bjws
东方卫视,http://k.061899.xyz/m.php?id=dfws
浙江卫视,http://k.061899.xyz/m.php?id=zjws
江苏卫视,http://k.061899.xyz/m.php?id=jsws
湖南卫视,http://k.061899.xyz/m.php?id=hunws
广东卫视,http://k.061899.xyz/m.php?id=gdws
深圳卫视,http://k.061899.xyz/m.php?id=szws
天津卫视,http://k.061899.xyz/m.php?id=tjws
安徽卫视,http://k.061899.xyz/m.php?id=ahws
山东卫视,http://k.061899.xyz/m.php?id=sdws
辽宁卫视,http://k.061899.xyz/m.php?id=lnws
河北卫视,http://k.061899.xyz/m.php?id=hbws
河南卫视,http://k.061899.xyz/m.php?id=hnws
江西卫视,http://k.061899.xyz/m.php?id=jxws
四川卫视,http://k.061899.xyz/m.php?id=scws
重庆卫视,http://k.061899.xyz/m.php?id=cqws
贵州卫视,http://k.061899.xyz/m.php?id=gzws
湖北卫视,http://k.061899.xyz/m.php?id=hubws
广西卫视,http://k.061899.xyz/m.php?id=gxws
东南卫视,http://k.061899.xyz/m.php?id=dnws
海南卫视,http://k.061899.xyz/m.php?id=hinws
青海卫视,http://k.061899.xyz/m.php?id=qhws
吉林卫视,http://k.061899.xyz/m.php?id=jlws
兵团卫视,http://k.061899.xyz/m.php?id=btws
西藏卫视,http://k.061899.xyz/m.php?id=xzws
内蒙古视,http://k.061899.xyz/m.php?id=nmgws
黑龙江视,http://k.061899.xyz/m.php?id=hljws


四川卫视,http://183.222.242.31:8088/hls/17/index.m3u8
湖南卫视,http://183.222.242.31:8088/hls/18/index.m3u8
江苏卫视,http://183.222.242.31:8088/hls/19/index.m3u8
浙江卫视,http://183.222.242.31:8088/hls/20/index.m3u8
东方卫视,http://183.222.242.31:8088/hls/21/index.m3u8
北京卫视,http://183.222.242.31:8088/hls/22/index.m3u8
广东卫视,http://183.222.242.31:8088/hls/23/index.m3u8
天津卫视,http://183.222.242.31:8088/hls/24/index.m3u8
山东卫视,http://183.222.242.31:8088/hls/25/index.m3u8
黑龙江卫视,http://183.222.242.31:8088/hls/26/index.m3u8
重庆卫视,http://183.222.242.31:8088/hls/27/index.m3u8
湖北卫视,http://183.222.242.31:8088/hls/28/index.m3u8
江西卫视,http://183.222.242.31:8088/hls/29/index.m3u8
东南卫视,http://183.222.242.31:8088/hls/30/index.m3u8
贵州卫视,http://183.222.242.31:8088/hls/31/index.m3u8
安徽卫视,http://183.222.242.31:8088/hls/32/index.m3u8
河北卫视,http://183.222.242.31:8088/hls/33/index.m3u8
辽宁卫视,http://183.222.242.31:8088/hls/34/index.m3u8
河南卫视,http://183.222.242.31:8088/hls/35/index.m3u8
深圳卫视,http://yahao.myqnapcloud.com:4022/rtp/239.77.0.130:5146


北京卫视,http://j.s.bkpcp.top/jj/bjws
东方卫视,http://j.s.bkpcp.top/jj/dfws
浙江卫视,http://j.s.bkpcp.top/jj/zjws
江苏卫视,http://j.s.bkpcp.top/jj/jsws
湖南卫视,http://j.s.bkpcp.top/jj/hunws
广东卫视,http://j.s.bkpcp.top/jj/gdws
深圳卫视,http://j.s.bkpcp.top/jj/szws
山东卫视,http://j.s.bkpcp.top/jj/sdws
河南卫视,http://j.s.bkpcp.top/jj/hnws
江西卫视,http://j.s.bkpcp.top/jj/jxws
湖北卫视,http://j.s.bkpcp.top/jj/hubws
海南卫视,http://j.s.bkpcp.top/jj/hinws
陕西卫视,http://j.s.bkpcp.top/jj/sxws
兵团卫视,http://j.s.bkpcp.top/jj/btws
黑龙江视,http://j.s.bkpcp.top/jj/hljws


吉林卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.245:5183
江西卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.244:5166
河北卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.243:8072
东南卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.241:5109
东南卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.26:8112
东方卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.10:8192
东方卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.82:8032
云南卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.23:8108
兵团卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.38:4120
内蒙古卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.31:8176
北京卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.12:8240
北京卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.83:8024
厦门卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.46:4120
吉林卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.28:8200
四川卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.21:8288
四川卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.87:5095
天津卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.13:8144
天津卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.89:1234
宁夏卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.34:8124
安徽卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.11:8272
安徽卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.81:8064
山东卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.14:8148
山东卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.90:8052
山西卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.30:8172
广西卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.27:8300
新疆卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.36:8160
旅游卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.33:8304
江苏卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.80:8028
江西卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.15:8280
河北卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.25:8292
河南卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.22:8128
浙江卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.8:8284
浙江卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.79:1234
深圳卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.16:9244
深圳卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.84:8020
湖北卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.17:8136
湖北卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.88:1234
湖南卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.7:8064
湖南卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.78:8012
甘肃卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.37:8188
西藏卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.35:8164
贵州卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.20:8120
辽宁卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.18:8116
辽宁卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.85:8056
重庆卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.24:8296
重庆卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.91:5097
陕西卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.29:8140
青海卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.32:8184
黑龙江卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.19:8196
黑龙江卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.86:8016
广西卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.181:6041
贵州卫视,http://ik.kimkimkk.top:2222/rtp/239.0.10.75:5075
广东卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.5:5002
广东卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.1:5001



六合频道,#genre#
香港,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
香港,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
香港,http://php.jdshipin.com:8880/smt.php?id=j2_twn
香港,http://php.jdshipin.com/PLTV/iptv.php?id=j2
香港,http://j.s.bkpcp.top/jj/2j
香港,http://bxtv.3a.ink/api.php?id=tvbp
香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
香港,http://php.jdshipin.com/TVOD/iptv.php?id=j2
香港,http://php.jdshipin.com/PLTV/iptv.php?id=tvbp
香港,http://t.061899.xyz/tl/js/js.php?id=tvbplus
新澳,https://play3636.zdwafis.com/live/mosixmark.flv
新澳,https://play666.macau-lhc.live/live/mosixmark.flv
老澳,https://vdm6-hw.qunleniuniu.com/live/2032-2.flv
老澳,https://vdm6-ali.hrypl168.com/live/a6.flv



港澳频道,#genre#
凤凰卫视,http://iptv.morefun.cn/sttv/cn/ga/ftx.php?id=fhzw
凤凰资讯,http://iptv.morefun.cn/sttv/cn/ga/ftx.php?id=fhzx
凤凰香港,http://m.061899.xyz/mg/fhhk
凤凰资讯,http://j.s.bkpcp.top/js/fhzx
凤凰卫视,https://cdn6.101.qzz.io/163189/fhzw
凤凰卫视,http://j.s.bkpcp.top/js/fhzw
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxw
凤凰香港,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt
凤凰卫视,http://t.061899.xyz/tl/js/js.php?id=fhwszwt
NOW新闻,http://cdn.163189.xyz/163189/now
RHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
RHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
RHK31,http://php.jdshipin.com/PLTV/iptv.php?id=rthk31
RHK32,http://php.jdshipin.com/PLTV/iptv.php?id=rthk32
ViuTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
ViuTV,http://php.jdshipin.com:8880/iptv.php?id=viutv
ViuTV,http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
ASTROAOD,http://php.jdshipin.com/smt.php?id=Aodhd
Hoy77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
华文三套,https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
华文四套,https://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
华文五套,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8
华文七套,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
华文八套,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
Hoy77,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv2
凤凰资讯,http://t.061899.xyz/tl/js/js.php?id=fhwszxt


广东频道,#genre#
汕头综合,http://iptv.morefun.cn/sttv/sttv.php?id=st1
汕头综合,http://iptv.morefun.cn/sttv/st1t.php
汕头综合,http://iptv.morefun.cn/sttv/gddx/gddx.php?id=stzh
南国都市,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
南国都市,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
广州新闻,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州新闻,http://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d2c2db0b598c02ec1b5623728434d367&txTime=18d57929bd3
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=0901a0ee80ee6b60f0731399e0de6c5d&txTime=191825f0639
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=4c09e8c2d093bcb692e036ae54ff87c7&txTime=1903e37cd8a
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=439b0fd2cf766b363c93a59cbcbe1370&txTime=18d00acf488
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=8554699d06aed3f21425480824c75408&txTime=19095f3cb9c
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=1b3fcaebe0459e7ca2876c2d5493cfac&txTime=18d047b699e
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=e381ab098841a0badbf7e11f24143cf7&txTime=18e6ff43701
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=a484293b0e6036fb053179bdffaf7127&txTime=18e0d9e3c22
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=18398d13f0baf6bcc29c490266d38d0b&txTime=18dff22cf4d
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=e4115b603801e53725e7debad2d4f5da&txTime=18dcb681fec
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=870cb528156f761b62bf8b8a7eec176a&txTime=18f4b58d76a
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9dd8bdb55106c41c87ad50d630b092dd&txTime=18d151ac310
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=ae488fe9d79a8f3de023521ce7ce0766&txTime=18f2ea2cacf
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9e5008d4b91944fa76a957a93ae54870&txTime=1903e5f1cfd
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=48f6c06c32931ed1c2376b21ce91640c&txTime=18d1f31b604
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=dce137597806f62ae6fdfc40328a336e&txTime=191b5fc1c86
广州综合,http://php.jdshipin.com:8880/PLTV/iptv.php?id=gzzh
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=cb146186851d06b9aff7d4e432254ae8&txTime=18d1522cb7e
南国都市,https://tencentplaygsm.gztv.com/live/nanguodushi.m3u8?txTime=65815752&amp;txSecret=1f6ebc04eacad6cf81f9140ab8b3fe81
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=97b6afb13ea8ad993056a9bb796d59d4&txTime=18d1f31b605
南国都市,https://tencentplaygsm.gztv.com/live/nanguodushi.m3u8?txTime=65797d79&txSecret=c9b4bd020dcf8dde2d53c1240ba7ae7d
南国都市,https://tencentplaygsm.gztv.com/live/nanguodushi.m3u8?txTime=659e2566&txSecret=d8eb99df0e0231bd050d3e0471d9fb01
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=ef020873e512e364b6fff2293799cda7&txTime=18db7262ee8
南国都市,https://tencentplaygsm.gztv.com/live/nanguodushi.m3u8?txTime=659e2566&amp;txSecret=d8eb99df0e0231bd050d3e0471d9fb01
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=627498b93bc6f5d6e2460d0823bf81a3&txTime=18e6df74fc2
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=c8f8cdb566361489c7ecc33c19745c5a&txTime=18d048f5667
南国都市,https://tencentplaygsm.gztv.com/live/nanguodushi.m3u8?txTime=65815752&txSecret=1f6ebc04eacad6cf81f9140ab8b3fe81
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=c82f82d7a6beda92b2b1ce93753dcacb&txTime=18e4a381d46
南国都市,https://tencentplaygsm.gztv.com/live/nanguodushi.m3u8?txTime=65797d79&amp;txSecret=c9b4bd020dcf8dde2d53c1240ba7ae7d
广州综合,https://tencentplaybusiness.gztv.com/live/zonghes.m3u8
广州新闻,https://tencentplaybusiness.gztv.com/live/xinwen.m3u8
番禺电视,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
东莞新闻,http://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞生活,http://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
东莞生活,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
东莞新闻,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
汕尾综合,http://iswtv.swrtv.com/live/xwzhpd.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源生活,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
五华综合,http://p2hs.vzan.com/slowlive/621139761151691240/live.m3u8
阳江综合,https://live.yjtvw.com:8081/live/yjtv1.m3u8
阳江生活,https://live.yjtvw.com:8081/live/yjtv2.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/playlist.m3u8?_upt=c9befc281606112199
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/playlist.m3u8?_upt=407e01941606112151
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
南国都市,https://tencentplaybusiness.gztv.com/live/nanguodushi.m3u8

大湾区卫视,http://ik.kimkimkk.top:2222/rtp/239.0.1.52:5009
广东珠江,http://ik.kimkimkk.top:2222/rtp/239.0.1.133:5172
广东珠江,http://ik.kimkimkk.top:2222/rtp/239.0.1.134:5173
广东珠江,http://ik.kimkimkk.top:2222/rtp/239.0.1.6:5003
广东经济科教,http://ik.kimkimkk.top:2222/rtp/239.0.1.51:5008
广东经济科教,http://ik.kimkimkk.top:2222/rtp/239.0.1.94:5013
广东影视,http://ik.kimkimkk.top:2222/rtp/239.0.1.54:5011
广东少儿,http://ik.kimkimkk.top:2222/rtp/239.0.1.55:5012
广东岭南戏曲,http://ik.kimkimkk.top:2222/rtp/239.0.1.59:5073
广东4K超高清,http://ik.kimkimkk.top:2222/rtp/239.0.1.169:6030
广东体育,http://ik.kimkimkk.top:2222/rtp/239.0.1.49:5004
广东体育,http://ik.kimkimkk.top:2222/rtp/239.0.1.95:5057
广东民生,http://ik.kimkimkk.top:2222/rtp/239.0.1.48:5005
广东南方购物,http://ik.kimkimkk.top:2222/rtp/239.0.1.57:5087
广东嘉佳卡通,http://ik.kimkimkk.top:2222/rtp/239.0.1.56:5007
广东新闻,http://ik.kimkimkk.top:2222/rtp/239.0.1.47:5006
河源公共,http://ik.kimkimkk.top:2222/rtp/239.0.1.236:5225
河源公共,http://ik.kimkimkk.top:2222/rtp/239.0.1.237:5226
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
汕尾综合,https://iswtv.swrtv.com/live/xwzhpd.m3u8



广西频道,#genre#
南宁新闻综合,rtmp://hls.nntv.cn/nnlive/XWZH_24
南宁新闻综合,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁影视娱乐,rtmp://hls.nntv.cn/nnlive/YSYL_244
南宁影视娱乐,https://hls.nntv.cn/nnlive/YSYL_244.m3u8
南宁文旅生活,rtmp://hls.nntv.cn/nnlive/WLSH_24
南宁文旅生活,https://hls.nntv.cn/nnlive/WLSH_24.m3u8
南宁公共,rtmp://hls.nntv.cn/nnlive/GGPD_24
南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
桂林新闻综合,https://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
桂林公共频道,https://pull.gltvs.com/live/glgg/playlist.m3u8?v=654a4f856ca8f4ea018b85acb77572e8&t=2024816762
桂林科教旅游,https://pull.gltvs.com/live/glkj/playlist.m3u8?v=4282cdc9071e32fd382778e37d8bf172&t=2024816762
来宾综合频道,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8
来宾新闻荟萃,http://zb.gxlbamc.com:1935/live/xwhc.stream/playlist.m3u8
横州新闻综合,http://live.nnnews.net/video/s10004-hzstv-hd/index.m3u8
隆安新闻综合,https://p2hs.vzan.com/slowlive/551846483251458644/live.m3u8
东兰综合,https://lives.myun.tv/live/02924925.m3u8
东兰综合,https://rtmp.gdlive.gdmain.com/live/02924925.m3u8
凌云综合,https://lives.myun.tv/live/lnp683z5.m3u8
凌云综合,https://rtmp.gdlive.gdmain.com/live/lnp683z5.m3u8
桂林新闻综合,https://pull.gltvs.com:443/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188



江苏频道,#genre#
江苏地方台,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8?zjiangsd
泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd
泗阳综合,http://3739115337.cloudvdn.com/a.m3u8?domain=siyang-tv-hls.cm.jstv.com&player=nwEAAKHdjSKP_58X&secondToken=secondToken%3A5FUijZmDyNMxtCDdne0YzSAwjuw&streamid=siyang-tv%3Asiyang-tv%2Fsiyangzh&v3=1
泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8?zjiangsd
如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?zjiangsd
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8?zjiangsd
宿豫综合频道,https://suyu-tv-hls.cm.jstv.com/suyu-tv/syzhpd.m3u8?zjiangsd
沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
高邮综合频道,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8?zjiangsd
涟水综合频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8?zjiangsd
睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd
睢宁综合,http://suining-tv-hls.cm.jstv.com:80/suining-tv/suiningzh.m3u8
睢宁综合,http://3739115311.cloudvdn.com/a.m3u8?domain=suining-tv-hls.cm.jstv.com&player=TwMAAPjPskOkJ6kX&secondToken=secondToken%3AjegfwzYXwUE9HzG7kRfhCd81WMU&streamid=suining-tv%3Asuining-tv%2Fsuiningzh&v3=1&zjiangsd=
睢宁三农,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8?zjiangsd
睢宁三农,http://3739115337.cloudvdn.com/a.m3u8?domain=suining-tv-hls.cm.jstv.com&player=nwEAAJApyIx-AKAX&secondToken=secondToken%3AfyPrvACXUQ_VSZUu3Rxm-2py1fo&streamid=suining-tv%3Asuining-tv%2Fsuiningsn&v3=1
姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8?zjiangsd
镇江综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8?wsSession=a263bdc5a26cd01b57a80359-170493712215358&wsIPSercert=f56bd6194d219a5172dbed60eca6e9b0
镇江民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8?wsSession=25eac7fcbe9d822bf028ffc8-170493717234726&wsIPSercert=f56bd6194d219a5172dbed60eca6e9b0
无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8?_upt=acffe97a1704940314
无锡娱乐频道,http://stream.thmz.com/wxtv2/playlist.m3u8?_upt=22c8ae641707368797
无锡都市,http://stream.thmz.com/wxtv3/playlist.m3u8
无锡都市,http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd
无锡都市,http://stream.thmz.com/wxtv3/sd/live.m3u8?_upt=978cd8731706199708
无锡都市资讯频道,http://stream.thmz.com/wxtv3/playlist.m3u8?_upt=f8565e4d1707369057
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8?_upt=968c13b81704871272
无锡生活频道,http://stream.thmz.com/wxtv4/playlist.m3u8?_upt=8c51357c1707362770
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8?_upt=cfacd5221704890772
无锡经济频道,http://stream.thmz.com/wxtv5/playlist.m3u8?_upt=2e07387a1707368071
无锡新闻综合频道,http://stream.thmz.com/wxtv1/playlist.m3u8?_upt=b27ac8431707368778
江苏新闻,https://zhibo-hls.jstv.com/litchi/zhibo-jsgg.m3u8
苏州社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
苏州社会经济,http://36.137.190.15:5021/live_hls/2/playlist.m3u8
苏州社会经济,rtmp://36.137.190.15:1935/live/c02
